ID,Crash ID,crash_fatal_fl,case_id,rpt_block_num,rpt_street_name,rpt_street_sfx,crash_speed_limit,road_constr_zone_fl,latitude,longitude,crash_sev_id,sus_serious_injry_cnt,nonincap_injry_cnt,poss_injry_cnt,non_injry_cnt,unkn_injry_cnt,tot_injry_cnt,death_cnt,units_involved,point,motor_vehicle_death_count,motor_vehicle_serious_injury_count,bicycle_death_count,bicycle_serious_injury_count,pedestrian_death_count,pedestrian_serious_injury_count,motorcycle_death_count,motorcycle_serious_injury_count,other_death_count,other_serious_injury_count,onsys_fl,private_dr_fl,micromobility_serious_injury_count,micromobility_death_count,Crash timestamp (US/Central),Crash_year,Crash timestamp,Is deleted,Is temporary record,Law enforcement fatality count,Reported street prefix,Estimated Maximum Comprehensive Cost,Estimated Total Comprehensive Cost,Location ID,Location group,Address
1352531,20649176,FALSE,250411172,9500,IH 35 SB,,45,FALSE,30.16464587,-97.78802905,3,0,0,1,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.78802905 30.16464587),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/10/2025 8:25,2025,2/10/2025 14:25,FALSE,FALSE,0,,200000,220000,C4BA8AA059,1,9500 S IH 35 SB
1350204,20616562,FALSE,250210349,11900,IH 35 NB,HWY,60,TRUE,30.13960542,-97.79609823,3,0,0,2,0,0,2,0,Motor vehicle – other & Passenger car,POINT (-97.79609823 30.13960542),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/21/2025 8:21,2025,1/21/2025 14:21,FALSE,FALSE,0,,200000,400000,098D2433FBE,2,11900 S IH 35
1350113,20616120,FALSE,250190827,11600,ANDERSON MILL RD,,45,FALSE,30.45480544,-97.82476079,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.82476079 30.45480544),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/19/2025 13:29,2025,1/19/2025 19:29,FALSE,FALSE,0,,20000,40000,8B93366E63,1,11600 ANDERSON MILL RD
1352101,20640860,FALSE,TX 25-0179044,10000,US 290,,45,FALSE,30.34007314,-97.59093708,5,0,0,0,3,0,0,0,Passenger car,POINT (-97.59093708 30.34007314),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/4/2025 17:10,2025,2/4/2025 23:10,FALSE,FALSE,0,,20000,60000,044966B31E,1,E US 290 SVRD & N STATE HIGHWAY 130 SVRD
1350735,20625683,FALSE,250260371,2300,S IH 35 NB,,60,FALSE,30.23125188,-97.74312378,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.74312378 30.23125188),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/26/2025 5:18,2025,1/26/2025 11:18,FALSE,FALSE,0,,20000,40000,529B68D732,1,2300 S IH 35 NB
1351640,20632819,FALSE,250271095,3200,E SH 71 SVRD WB,HWY,55,FALSE,30.20238758,-97.63763061,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.63763061 30.20238758),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/27/2025 18:09,2025,1/28/2025 0:09,FALSE,FALSE,0,,20000,40000,50006A5C7D,1,3200 E STATE HIGHWAY 71 SVRD
1348653,20595155,FALSE,250010861,183,S US 183 HWY,,-1,FALSE,30.20716012,-97.68317062,3,0,0,2,0,0,2,0,Passenger car,POINT (-97.68317062 30.20716012),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/1/2025 9:36,2025,1/1/2025 15:36,FALSE,FALSE,0,,200000,400000,6854B07A4AC,1,183 S US 183
1351796,20636445,FALSE,250320988,10709,N LAMAR BLVD,,45,FALSE,30.37624552,-97.68956753,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.68956753 30.37624552),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/1/2025 16:08,2025,2/1/2025 22:08,FALSE,FALSE,0,,20000,60000,84C72456F4,1,10709 N LAMAR BLVD
1351396,20629276,FALSE,250271163,13600,IH 35,HWY,65,FALSE,30.10609324914995,-97.81003352,2,0,1,0,4,0,1,0,Large passenger vehicle,POINT (-97.81003351971962 30.10609324914995),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/27/2025 19:01,2025,1/28/2025 1:01,FALSE,FALSE,0,,250000,330000,64E916817E6,2,13600 S IH 35
1349781,20608151,FALSE,250150197,,S 1ST ST,ST,35,FALSE,30.197197781483922,-97.78775233,2,0,1,0,1,0,1,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.78775232529793 30.197197781483922),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/15/2025 4:33,2025,1/15/2025 10:33,FALSE,FALSE,0,,250000,270000,784D6606D5,1,S 1ST ST & W WILLIAM CANNON DR
1348930,20595231,FALSE,250011480,,FM969,,45,FALSE,30.28280477,-97.65320248,5,0,0,0,7,0,0,0,Passenger car,POINT (-97.65320248 30.28280477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/1/2025 19:52,2025,1/2/2025 1:52,FALSE,FALSE,0,,20000,140000,B8532AF55C,1,FM969 & JOHNNY MORRIS RD
1350487,20619014,FALSE,250220320,,POND SPRINGS RD,RD,40,FALSE,30.44137357844022,-97.77330552,3,0,0,1,1,0,1,0,Bicycle & Large passenger vehicle,POINT (-97.77330552202187 30.44137357844022),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/22/2025 7:54,2025,1/22/2025 13:54,FALSE,FALSE,0,,200000,220000,48A8AF3E51,1,POND SPRINGS RD & HUNTERS CHASE DR
1349449,20604339,FALSE,250111130,7800,RESEARCH,BLVD,60,FALSE,30.33189225,-97.68482093,3,0,0,1,5,1,1,0,Large passenger vehicle & Passenger car,POINT (-97.68482093 30.33189225),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/11/2025 18:32,2025,1/12/2025 0:32,FALSE,FALSE,0,,200000,320000,,,7800 RESEARCH BLVD
1352040,20636436,FALSE,250320478,6000,HARPER PARK RD,,30,FALSE,30.23649201,-97.85209438,0,0,0,0,1,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.85209438 30.23649201),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/1/2025 2:00,2025,2/1/2025 8:00,FALSE,FALSE,0,,20000,40000,089AD009CA,1,6000 HARPER PARK RD
1349386,20601893,FALSE,2501-0031,2400,NOT REPORTED,,60,TRUE,30.27792677,-97.73027162,0,0,0,0,3,2,0,0,Large passenger vehicle & Passenger car,POINT (-97.73027162 30.27792677),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/6/2025 14:30,2025,1/6/2025 20:30,FALSE,FALSE,0,,20000,100000,0CB3641BBC6,2,2400 N IH 35
1350086,20615991,FALSE,250190420,9800,NORTH LAKE CREEK PKWY,,40,FALSE,30.47104474,-97.79033244,3,0,0,1,1,0,1,0,Passenger car,POINT (-97.79033244 30.47104474),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/19/2025 5:50,2025,1/19/2025 11:50,FALSE,FALSE,0,,200000,220000,00E6012926,1,NORTH LAKE CREEK PKWY & N FM 620 RD SB RD
1351814,20636524,FALSE,250340124,13945,N US 183 HWY SVRD NB,BLVD,45,FALSE,30.46691542,-97.79577962,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.79577962 30.46691542),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/3/2025 2:36,2025,2/3/2025 8:36,FALSE,FALSE,0,,20000,40000,A3B13EC57A,1,13945 N US 183 HWY SVRD NB BLVD
1349844,20611361,FALSE,250160424,11300,BURNET,RD,45,FALSE,30.398195306390676,-97.71942734,5,0,0,0,3,0,0,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.7194273416147 30.398195306390676),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/16/2025 8:47,2025,1/16/2025 14:47,FALSE,FALSE,0,,20000,60000,53A0061DDA,1,BURNET RD & ESPERANZA XING
1352322,20642601,FALSE,250360318,3300,E SH 71 TO S SH 130 SB RAMP,,40,FALSE,30.19883208,-97.62326278,0,0,0,0,1,1,0,0,Motor vehicle – other & Passenger car,POINT (-97.62326278 30.19883208),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/5/2025 7:06,2025,2/5/2025 13:06,FALSE,FALSE,0,,20000,40000,0C22C1C6EE,1,S STATE HIGHWAY 130 SVRD & E STATE HIGHWAY 130
1348678,20595297,FALSE,250030901,7000,CRESTONE RD,RD,30,FALSE,30.19712479,-97.69964248,5,0,0,0,6,0,0,0,Passenger car,POINT (-97.69964248 30.19712479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/3/2025 15:36,2025,1/3/2025 21:36,FALSE,FALSE,0,,20000,120000,7BDB416229,1,CRESTONE RD & BRECKENRIDGE DR
1349141,20597412,FALSE,250070908,200,CANEY ST,,25,FALSE,30.25765766,-97.7209411,3,0,0,1,2,0,1,0,Passenger car,POINT (-97.7209411 30.25765766),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/7/2025 15:58,2025,1/7/2025 21:58,FALSE,FALSE,0,,200000,240000,E2FAE8404F,1,200 CANEY ST
1350709,20625491,FALSE,250240369,1900,CESAR CHAVEZ,ST,30,FALSE,30.25709504,-97.72457325,3,0,0,1,3,0,1,0,Large passenger vehicle,POINT (-97.72457325 30.25709504),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/24/2025 7:30,2025,1/24/2025 13:30,FALSE,FALSE,0,,200000,260000,DBB5A62D6C,1,1900 E CESAR CHAVEZ ST
1350194,20616191,FALSE,250210059,279,N US 183 HWY NB,HWY,65,FALSE,30.23665673,-97.68638373,3,0,0,1,0,0,1,0,Passenger car,POINT (-97.68638373 30.23665673),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/21/2025 1:04,2025,1/21/2025 7:04,FALSE,FALSE,0,,200000,200000,24D6D928ACC,2,279 N US 183
1349130,20595455,FALSE,250061020,6900,S IH 35 NB,,60,TRUE,30.330452296141047,-97.7051411,1,1,0,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.70514110092857 30.330452296141047),0,1,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/6/2025 16:58,2025,1/6/2025 22:58,FALSE,FALSE,0,,3000000,3040000,CD2D9DD8DB2,2,6900 S IH 35
1350183,20616065,FALSE,250180071,300,W BEN WHITE BLVD SVRD WB,BLVD,45,FALSE,30.22687747,-97.76924721,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.76924721 30.22687747),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/18/2025 0:48,2025,1/18/2025 6:48,FALSE,FALSE,0,,250000,290000,BAF3889510,1,W BEN WHITE BLVD SVRD WB BLVD & S 1ST ST
1351531,20631406,FALSE,250290109,3100,STATE HIGHWAY 71,,65,FALSE,30.20251771,-97.63974633,2,0,1,0,1,0,1,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.63974633 30.20251771),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/29/2025 7:42,2025,1/29/2025 13:42,FALSE,FALSE,0,,250000,270000,6A2FE6A49A,1,E STATE HIGHWAY 71 SVRD & S FM 973
1348640,20595070,FALSE,250041050,12800,POND SPRINGS RD,,35,FALSE,30.437061309961365,-97.77139121,3,0,0,1,1,0,1,0,Passenger car & Pedestrian,POINT (-97.77139120846252 30.437061309961365),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/4/2025 17:18,2025,1/4/2025 23:18,FALSE,FALSE,0,,200000,220000,E08C72CC8A,1,12800 POND SPRINGS RD
1348918,20595144,FALSE,250011386,2400,HIGHWAY 1,,45,FALSE,30.29282874,-97.75974141,3,0,0,2,0,0,2,0,Passenger car,POINT (-97.75974141 30.29282874),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/1/2025 18:39,2025,1/2/2025 0:39,FALSE,FALSE,0,,200000,400000,D9BF87B772B,2,2400 N LOOP 1
1351917,20636511,FALSE,250330820,4500,E MARTIN LUTHER KING BLVD,,35,FALSE,30.28555779,-97.68459419,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.68459419 30.28555779),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/2/2025 13:25,2025,2/2/2025 19:25,FALSE,FALSE,0,,20000,40000,8309C94BD4,1,E MARTIN LUTHER KING BLVD & E OVERHILL DR
1348965,20595497,FALSE,250070263,710,BEN WHITE SVRD EB AT IH 35 TRN,BLVD,10,FALSE,30.218717510133487,-97.75489073,3,0,0,1,0,1,1,0,Motor vehicle – other & Pedestrian,POINT (-97.75489073353555 30.218717510133487),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/7/2025 7:00,2025,1/7/2025 13:00,FALSE,FALSE,0,,200000,220000,DDA3630F93,1,710 E BEN WHITE SVRD EB AT IH 35 TRN BLVD
1349549,20605973,FALSE,250130413,1300,HOWARD,LN,-1,FALSE,30.42503695,-97.67329841,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.67329841 30.42503695),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/13/2025 8:32,2025,1/13/2025 14:32,FALSE,FALSE,0,,20000,60000,CE7E689645,1,1300 W HOWARD LN
1352385,20645727,FALSE,250390536,3500,COMSOUTH DR,,35,FALSE,30.21107122,-97.7203419,3,0,0,1,0,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.7203419 30.21107122),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/8/2025 9:23,2025,2/8/2025 15:23,FALSE,FALSE,0,,200000,200000,630BB14D85,1,3500 COMSOUTH DR
1349914,20613042,FALSE,250180659,12220,RESEARCH BLVD SVRD SB,,50,TRUE,30.42630668,-97.75431785,2,0,1,0,0,0,1,0,Passenger car,POINT (-97.75431785 30.42630668),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/18/2025 11:42,2025,1/18/2025 17:42,FALSE,FALSE,0,,250000,250000,6893AD596B,1,12220 RESEARCH BLVD SVRD SB
1349252,20600417,FALSE,250090557,,SIMOND,AVE,35,FALSE,30.29647477,-97.69766247,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.69766247 30.29647477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/9/2025 11:46,2025,1/9/2025 17:46,FALSE,FALSE,0,,20000,40000,506B8A858C,1,SIMOND AVE & VAUGHAN ST
1350189,20616121,FALSE,250190793,3000,ANDERSON,LN,35,FALSE,30.36096153,-97.74072608,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.74072608 30.36096153),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/19/2025 12:49,2025,1/19/2025 18:49,FALSE,FALSE,0,,20000,40000,C77568B1F8,1,3000 W ANDERSON LN
1352131,20642093,FALSE,250361267,4100,W BALCONES CENTER DR,,30,FALSE,30.39649407,-97.73634803,2,0,1,0,0,0,1,0,Motor vehicle – other,POINT (-97.73634803 30.39649407),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/5/2025 19:36,2025,2/6/2025 1:36,FALSE,FALSE,0,,250000,250000,7209ACBDD4,1,4100 W BALCONES CENTER DR
1352502,20648179,FALSE,250401166,700,E SLAUGHTER LN,LN,45,FALSE,30.1608513,-97.77693698,3,0,0,1,1,0,1,0,Large passenger vehicle,POINT (-97.77693698 30.1608513),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/9/2025 20:13,2025,2/10/2025 2:13,FALSE,FALSE,0,,200000,220000,45CBDD3233,1,700 E SLAUGHTER LN
1349620,20606055,FALSE,250131282,5700,N IH 35 NB,HWY,60,FALSE,30.31832094,-97.7072139,0,0,0,0,2,1,0,0,Large passenger vehicle & Motor vehicle – other & Passenger car,POINT (-97.7072139 30.31832094),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/13/2025 19:56,2025,1/14/2025 1:56,FALSE,FALSE,0,,20000,60000,B6D22C014A8,2,5700 N IH 35
1352129,20642083,FALSE,250361277,,MONTOPOLIS,DR,45,FALSE,30.21295404,-97.71200413,3,0,0,1,2,1,1,0,Passenger car,POINT (-97.71200413 30.21295404),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/5/2025 19:12,2025,2/6/2025 1:12,FALSE,FALSE,0,,200000,260000,D6DF03CF82,1,MONTOPOLIS DR
1350006,20611771,FALSE,250170722,3800,N CAPITAL OF TEXAS HWY SB,,45,TRUE,30.33865168,-97.80422326,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.80422326 30.33865168),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/17/2025 12:39,2025,1/17/2025 18:39,FALSE,FALSE,0,,20000,60000,42BA32A4D8G,1,3800 LOOP 360
1350021,20612988,FALSE,250160954,11800,N IH 35 NB,HWY,55,TRUE,30.3765914,-97.67628669,5,0,0,0,4,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.67628669 30.3765914),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/16/2025 16:10,2025,1/16/2025 22:10,FALSE,FALSE,0,,20000,80000,01872419558,2,11800 N IH 35
1349695,20608148,FALSE,250151059,1000,E BEN WHITE BLVD EB,,55,FALSE,30.22774241,-97.78071667,3,0,0,1,1,0,1,0,Large passenger vehicle,POINT (-97.78071667 30.22774241),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/14/2025 18:23,2025,1/15/2025 0:23,FALSE,FALSE,0,,200000,220000,F074D9E2A89,2,1000 W US 290
1351255,20627210,FALSE,250270438,7900,N FM 620 RD,,50,FALSE,30.41292597,-97.8492894,3,0,0,2,0,0,2,0,Large passenger vehicle & Other/Unknown,POINT (-97.8492894 30.41292597),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/27/2025 9:30,2025,1/27/2025 15:30,FALSE,FALSE,0,,200000,400000,CF1799E87F8,1,7900 RR 620
1348716,20595443,FALSE,250060530,700,5TH STREET,ST,35,FALSE,30.26902478,-97.74982246,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.74982246 30.26902478),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/6/2025 10:27,2025,1/6/2025 16:27,FALSE,FALSE,0,,20000,40000,366985885A,1,W 5TH STREET ST & W 5TH STREET ST
1350310,20618140,FALSE,250210915,,LAKELINE MALL DR,DR,45,FALSE,30.47289474,-97.79928244,3,0,0,2,0,1,2,0,Passenger car,POINT (-97.79928244 30.47289474),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/21/2025 17:44,2025,1/21/2025 23:44,FALSE,FALSE,0,,200000,420000,21AF1DAC6B,1,LAKELINE MALL DR & RESEARCH BLVD SVRD SB BLVD
1351273,20621717,FALSE,250230610,6600,IH 35,HWY,55,TRUE,30.19067729,-97.77048868,5,0,0,0,1,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.77048868 30.19067729),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/23/2025 12:43,2025,1/23/2025 18:43,FALSE,FALSE,0,,20000,20000,69B5FAC7829,2,6600 S IH 35
1350295,20617111,FALSE,250140839,6200,S IH 35 SVRD SB,HWY,45,FALSE,30.18785729,-97.77255869,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.77255869 30.18785729),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/14/2025 15:00,2025,1/14/2025 21:00,FALSE,FALSE,0,,20000,40000,2AB657AACDC,2,6200 S IH 35
1351481,20629293,FALSE,250280685,100,ANDERSON,LN,50,FALSE,30.34411266,-97.70520408,2,0,1,0,1,0,1,0,Motor vehicle – other & Passenger car,POINT (-97.70520408 30.34411266),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/28/2025 17:47,2025,1/28/2025 23:47,FALSE,FALSE,0,,250000,270000,A4DF0CCBAD,1,W US 183 SVRD & GEORGIAN DR
1349360,20600433,FALSE,250091344,3000,MENCHACA RD,RD,40,FALSE,30.24175835,-97.7821957,0,0,0,0,1,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.7821957 30.24175835),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/9/2025 23:02,2025,1/10/2025 5:02,FALSE,FALSE,0,,20000,40000,870148DFAE,1,MENCHACA RD & GLEN ALLEN
1352501,20648167,FALSE,250401028,0,WILLIAM CANNON,DR,20,FALSE,,,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/9/2025 17:51,2025,2/9/2025 23:51,FALSE,FALSE,0,,20000,40000,,,0 WILLIAM CANNON DR
1348942,20595315,FALSE,250060960,11939,N MOPAC EXPY NB,EXPY,65,FALSE,30.40906034,-97.71335749,3,0,0,3,1,1,3,0,Large passenger vehicle & Passenger car,POINT (-97.71335749 30.40906034),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/6/2025 16:24,2025,1/6/2025 22:24,FALSE,FALSE,0,,200000,640000,,,11939 N MOPAC EXPY NB EXPY
1349257,20600427,FALSE,250090946,12500,N IH 35 SVRD NB,,55,FALSE,30.40783508,-97.67466699,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.67466699 30.40783508),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/9/2025 17:26,2025,1/9/2025 23:26,FALSE,FALSE,0,,20000,40000,A488445FA2,1,IH 35 SVRD & W PARMER LN
1350741,20625693,FALSE,250261080,1600,E 3RD ST,ST,30,FALSE,30.25999478,-97.72683247,5,0,0,0,3,0,0,0,Passenger car,POINT (-97.72683247 30.25999478),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/26/2025 17:30,2025,1/26/2025 23:30,FALSE,FALSE,0,,20000,60000,B73977B018,1,1600 E 3RD ST
1352377,20645715,FALSE,250390127,100,E 5TH ST,,40,FALSE,30.26673598,-97.7417924,2,0,1,0,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.7417924 30.26673598),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/8/2025 1:26,2025,2/8/2025 7:26,FALSE,FALSE,0,,250000,270000,29EAF8AE29,1,100 E 5TH ST
1348671,20595236,FALSE,250020601,11700,RESEARCH BLVD SB,BLVD,65,FALSE,30.41926968,-97.74707561,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.74707561 30.41926968),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/2/2025 12:41,2025,1/2/2025 18:41,FALSE,FALSE,0,,20000,40000,456B36D7F90,2,11700 US 183
1352379,20645717,FALSE,250390050,4900,AIRPORT,BLVD,35,FALSE,30.30941997,-97.71555781,5,0,0,0,2,0,0,0,Large passenger vehicle & Other/Unknown & Passenger car,POINT (-97.71555781 30.30941997),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/8/2025 0:32,2025,2/8/2025 6:32,FALSE,FALSE,0,,20000,40000,D2D3839786,1,4900 AIRPORT BLVD
1348701,20595372,FALSE,250050660,10600,N IH 35 SB,,65,FALSE,30.37160065,-97.67967307,2,0,1,1,5,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.67967307 30.37160065),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/5/2025 12:17,2025,1/5/2025 18:17,FALSE,FALSE,0,,250000,550000,75957D0B460,2,10600 N IH 35
1351514,20631143,FALSE,250290890,11800,N LAMAR BLVD,,40,FALSE,30.39793223,-97.67954776,2,0,1,1,0,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.67954776 30.39793223),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/29/2025 15:48,2025,1/29/2025 21:48,FALSE,FALSE,0,,250000,450000,767E0E0F0A,1,N LAMAR BLVD & WALNUT PARK XING
1349224,20598890,FALSE,250080308,5900,SOUTHWEST,PKWY,50,FALSE,30.24770236,-97.84925074,3,0,0,1,1,0,1,0,Large passenger vehicle,POINT (-97.84925074 30.24770236),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/8/2025 7:00,2025,1/8/2025 13:00,FALSE,FALSE,0,,200000,220000,82B427598B,1,5900 W SOUTHWEST PKWY
1352266,20644342,FALSE,250380471,,MENCHACA RD,RD,40,FALSE,30.21138479,-97.80307245,2,0,1,0,2,0,1,0,Large passenger vehicle & Motorcycle,POINT (-97.80307245 30.21138479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/7/2025 8:03,2025,2/7/2025 14:03,FALSE,FALSE,0,,250000,290000,A8A0103933,1,MENCHACA RD & PARKSIDE LN
1350540,20621826,FALSE,250120076,,PARKFIELD DR,,45,FALSE,30.36923476,-97.70550247,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.70550247 30.36923476),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/12/2025 1:03,2025,1/12/2025 7:03,FALSE,FALSE,0,,20000,60000,556B3EFE4F,1,N PARKFIELD DR & W RUTLAND DR
1349303,20601538,FALSE,250100691,11800,SH 130 SVRD,,50,FALSE,30.33463949,-97.5879976,3,0,0,1,1,0,1,0,Passenger car,POINT (-97.5879976 30.33463949),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/10/2025 18:03,2025,1/11/2025 0:03,FALSE,FALSE,0,,200000,220000,,,11800 N STATE HIGHWAY 130 SVRD
1350097,20616059,FALSE,250050903,7400,LAMAR,BLVD,45,FALSE,30.342361277188715,-97.7159525,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.71595250198182 30.342361277188715),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/5/2025 15:50,2025,1/5/2025 21:50,FALSE,FALSE,0,,20000,40000,D7E66FFC71,1,N LAMAR BLVD & W CRESTLAND DR
1352346,20643968,FALSE,250380374,7400,NOT REPORTED,,70,FALSE,30.3351388,-97.70276015,0,0,0,0,3,1,0,0,Large passenger vehicle,POINT (-97.70276015 30.3351388),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/7/2025 6:14,2025,2/7/2025 12:14,FALSE,FALSE,0,,20000,80000,061348B2BCF,2,7400 S IH 35
1352275,20644526,FALSE,250370829,2900,GUADALUPE ST,ST,35,FALSE,30.29541477,-97.74278246,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.74278246 30.29541477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/6/2025 14:15,2025,2/6/2025 20:15,FALSE,FALSE,0,,20000,40000,39BCABC2AF,1,GUADALUPE ST & W 29TH ST
1348727,20595500,FALSE,250070282,8200,BURNET,RD,40,FALSE,30.36185476,-97.72933246,5,0,0,0,4,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.72933246 30.36185476),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/7/2025 7:19,2025,1/7/2025 13:19,FALSE,FALSE,0,,20000,80000,8F6D79CFA2,1,BURNET RD & STECK AVE
